id,ffold,age,child.present,district,contact.time.gte.60.min,contact.time.gte.60.max,contact.age.lte.5.min,contact.age.5.to.19.min,contact.age.20.to.64.min,contact.age.gte.65.min,contact.age.lte.5.max,contact.age.5.to.19.max,contact.age.20.to.64.max,contact.age.gte.65.max,location.min,location.max,contact.close.min,contact.close.max,contact.all.total.min,contact.all.total.max,contact.time.gte.10.min,contact.time.gte.30.min,contact.age.lte.19.min,contact.age.lt.65.min,contact.time.gte.10.max,contact.time.gte.30.max,contact.age.lte.19.max,contact.age.lt.65.max,contact.age.ave.min,contact.time.min.min,contact.age.ave.max,contact.time.min.max
S0901230,0,37.58795346,0,KLN East,78,78,0,70,8,0,0,70,8,0,1,2,10,10,78,78,78,78,70,78,78,78,70,78,7.435897436,60,7.435897436,60
S0901240,0,18.98973306,1,NT East,1,2,0,2,2,0,0,3,2,0,4,5,2,2,4,5,1,1,2,4,2,2,3,5,13,15,11.6,24
S0901241,0,50.49144422,1,NT East,7,7,0,3,3,0,0,3,3,0,3,6,3,4,7,7,7,7,3,6,7,7,3,6,13,60,13,60
S0901242,0,51.75359343,1,NT East,10,10,0,1,11,0,0,1,11,0,4,5,0,0,15,15,12,11,1,12,12,11,1,12,18.83333333,53.33333333,18.83333333,53.33333333
S0901272,0,55.54551677,0,NT East,2,2,0,0,4,0,0,0,4,0,3,3,0,0,4,4,2,2,0,4,2,2,0,4,20,30,20,30
S0901286,0,75.27994524,1,KLN West,0,0,1,1,4,1,1,1,4,1,7,9,3,3,9,9,0,0,2,6,0,0,2,6,21.57142857,0,21.57142857,0
S0901290,0,20.75564682,0,NT West,5,5,0,0,6,0,0,0,6,0,2,2,0,0,6,6,6,5,0,6,6,5,0,6,20,51.66666667,20,51.66666667
S0901291,0,40.53114305,0,NT West,21,21,0,0,39,2,0,0,39,2,3,3,1,1,41,41,41,41,0,39,41,41,0,39,22.19512195,45.36585366,22.19512195,45.36585366
S0901292,0,45.07871321,0,NT West,6,6,0,3,4,0,0,3,4,0,4,4,2,2,7,7,6,6,3,7,6,6,3,7,14,51.42857143,14,51.42857143
S0901300,0,27.43326489,0,KLN East,15,15,0,0,15,0,0,0,15,0,2,3,0,0,15,15,15,15,0,15,15,15,0,15,20,60,20,60
S0901311,0,34.2532512,1,NT West,17,18,1,0,22,0,2,0,22,0,4,6,6,7,23,24,18,18,1,23,19,19,2,24,19.13043478,45.65217391,18.33333333,46.25
S0901330,0,22.36276523,0,KLN East,2,2,0,0,10,0,0,0,10,0,4,4,2,2,10,10,10,6,0,10,10,6,0,10,20,28,20,28
S0901340,0,15.52361396,1,KLN East,9,9,0,7,2,0,0,7,2,0,3,4,8,9,10,10,9,9,7,9,9,9,7,9,9.111111111,54,9.111111111,54
S0901341,0,19.84394251,1,KLN East,17,17,0,2,16,0,0,2,16,0,4,5,15,15,18,18,17,17,2,18,17,17,2,18,18.44444444,56.66666667,18.44444444,56.66666667
S0901342,0,22.48870637,1,KLN East,0,0,0,2,1,0,0,2,1,0,1,1,3,3,3,3,3,0,2,3,3,0,2,3,10.66666667,10,10.66666667,10
S0901343,0,48.06844627,1,KLN East,0,0,0,2,207,0,0,2,207,0,4,5,1,1,209,209,0,0,2,209,0,0,2,209,19.86602871,0,19.86602871,0
S0901360,0,56.44079398,0,NT West,0,0,0,0,4,0,0,0,4,0,4,4,1,1,4,4,2,2,0,4,2,2,0,4,20,15,20,15
S0901361,0,65.50581793,0,NT West,1,1,0,0,308,0,0,0,509,0,3,3,1,1,308,509,1,1,0,308,1,1,0,509,20,0.194805195,20,0.117878193
S0901372,0,53.65639973,1,NT West,13,13,0,0,17,0,0,0,17,0,7,9,1,1,17,17,13,13,0,17,13,13,0,17,20,45.88235294,20,45.88235294
S0901373,0,61.04312115,1,NT West,2,2,0,0,3,0,0,0,3,0,1,1,0,0,3,3,2,2,0,3,2,2,0,3,20,60,20,60
S0901380,0,18.20670773,1,NT East,22,22,0,15,9,0,0,15,9,0,4,5,16,16,24,24,22,22,15,24,22,22,15,24,11.25,55,11.25,55
S0901381,0,46.64476386,1,NT East,2,2,0,1,4,0,0,1,4,0,2,4,2,2,5,5,3,2,1,5,3,2,1,5,17.2,43.33333333,17.2,43.33333333
S0901382,1,49.56057495,1,NT East,252,252,0,6,236,10,0,6,236,10,2,3,0,0,252,252,252,252,6,242,252,252,6,242,21.45238095,60,21.45238095,60
S0901393,0,47.35660507,1,NT East,1,1,0,3,4,1,0,3,4,1,5,5,2,2,8,8,4,2,3,7,4,2,3,7,20.375,13.75,20.375,13.75
S0901400,0,48.38056126,0,NT West,30,30,0,0,36,0,0,0,36,0,5,6,0,0,36,36,31,31,0,36,31,31,0,36,20,50.83333333,20,50.83333333
S0901411,0,39.98631075,1,NT West,0,0,0,1,4,0,0,1,4,0,2,3,3,3,5,5,3,3,1,5,3,3,1,5,17.2,18,17.2,18
S0901412,0,46.08898015,1,NT West,1,1,0,1,2,0,0,1,2,0,1,1,2,2,3,3,2,1,1,3,2,1,1,3,15.33333333,23.33333333,15.33333333,23.33333333
S0901422,0,50.6255989,1,HK Island,3,3,0,1,4,0,0,1,4,0,3,3,3,3,5,5,3,3,1,5,3,3,1,5,17.2,36,17.2,36
S0901423,0,55.1211499,1,HK Island,3,3,0,1,5,0,0,1,5,0,4,4,3,4,7,7,5,3,1,6,5,3,1,6,17.66666667,28.57142857,17.66666667,28.57142857
S0901431,1,14.1026694,1,NT East,10,10,0,7,2,1,0,7,2,1,2,2,9,9,10,10,10,10,7,9,10,10,7,9,14.7,60,14.7,60
S0901434,0,64.0164271,1,NT East,0,0,0,2,4,0,0,2,4,0,3,3,2,2,6,6,4,0,2,6,4,0,2,6,15.33333333,6.666666667,15.33333333,6.666666667
S0901450,0,12.45995893,1,KLN East,70,70,0,60,9,2,0,60,9,2,2,3,2,2,71,71,71,71,60,69,71,71,60,69,9.436619718,59.57746479,9.436619718,59.57746479
S0901451,0,43.05817933,1,KLN East,7,7,0,1,7,2,0,1,7,2,3,3,1,1,10,10,10,9,1,8,10,9,1,8,27.6,49,27.6,49
S0901452,0,69.93839836,1,KLN East,2,3,0,0,3,0,0,0,4,0,2,2,0,0,3,4,3,2,0,3,4,3,0,4,20,43.33333333,20,47.5
S0901480,1,11.81930185,1,HK Island,14,16,0,9,8,0,0,10,9,0,2,3,1,2,17,19,16,14,9,17,18,16,10,19,12.58823529,50.58823529,12.63157895,51.57894737
S0901481,0,14.80629706,1,HK Island,13,13,0,11,5,0,0,11,5,0,3,4,5,5,16,16,13,13,11,16,13,13,11,16,10.375,48.75,10.375,48.75
S0901482,0,46.75154004,1,HK Island,10,10,0,2,18,0,0,2,18,0,3,3,3,3,20,20,20,20,2,20,20,20,2,20,18.6,45,18.6,45
S0901483,0,60.16427105,1,HK Island,3,3,0,2,6,1,0,2,6,1,6,6,1,1,9,9,3,3,2,8,3,3,2,8,21.88888889,20,21.88888889,20
S0901500,1,8.443531828,1,KLN West,2,2,0,1,2,0,0,1,2,0,2,3,3,3,3,3,2,2,1,3,2,2,1,3,15.33333333,40,15.33333333,40
S0901502,0,46.56810404,1,KLN West,1,1,0,2,4,1,0,2,4,1,4,4,0,3,7,7,1,1,2,6,1,1,2,6,22.42857143,15,22.42857143,15
S0901510,0,51.10472279,0,HK Island,10,10,0,0,10,0,0,0,10,0,1,1,0,0,10,10,10,10,0,10,10,10,0,10,20,60,20,60
S0901522,0,47.41136208,1,NT East,5,5,0,2,6,0,0,2,7,0,3,5,5,5,8,9,5,5,2,8,5,5,2,9,16.5,37.5,16.88888889,33.33333333
S0901532,0,49.65913758,0,NT West,3,3,0,0,5,0,0,0,5,0,2,3,1,1,5,5,4,3,0,5,4,3,0,5,20,38,20,38
S0901541,0,55.65776865,0,HK Island,6,6,0,0,7,0,0,0,7,0,3,5,0,0,7,7,6,6,0,7,6,6,0,7,20,51.42857143,20,51.42857143
S0901551,1,45.81793292,1,NT East,8,8,0,1,7,0,0,1,7,0,3,4,2,2,8,8,8,8,1,8,8,8,1,8,18.25,60,18.25,60
S0901552,0,53.19917864,1,NT East,8,8,0,1,7,0,0,1,7,0,3,6,8,8,8,8,8,8,1,8,8,8,1,8,18.25,60,18.25,60
S0901561,0,59.98083504,0,NT East,1,1,0,0,2,0,0,0,2,0,1,1,2,2,2,2,1,1,0,2,1,1,0,2,20,30,20,30
S0901562,0,60.80219028,0,NT East,3,3,0,1,4,1,0,1,4,1,4,6,0,0,7,7,7,4,1,5,7,4,1,5,25.16666667,34.28571429,25.16666667,34.28571429
S0901574,0,43.00889802,1,KLN West,22,22,2,2,21,1,2,2,21,1,4,5,5,5,26,26,24,24,4,25,24,24,4,25,19.11538462,53.07692308,19.11538462,53.07692308
S0901581,0,65.56057495,1,KLN East,7,8,0,1,6,3,0,1,6,4,5,5,1,7,10,11,7,7,1,7,8,8,1,7,32.1,42,35.09090909,43.63636364
S0901582,0,66.2477755,1,KLN East,2,2,0,1,1,0,0,1,1,0,1,1,2,2,2,2,2,2,1,2,2,2,1,2,13,60,13,60
S0901613,0,48.73648186,1,NT East,7,7,0,1,16,1,0,1,16,1,9,15,4,4,18,18,8,7,1,17,8,7,1,17,21.72222222,23.88888889,21.72222222,23.88888889
S0901621,0,43.4880219,1,NT West,1,1,0,1,5,0,0,1,5,0,5,5,1,1,6,6,2,2,1,6,2,2,1,6,17.66666667,15,17.66666667,15
S0901631,0,73.59890486,0,NT East,0,0,0,0,4,1,0,0,4,1,3,3,2,2,5,5,1,0,0,4,1,0,0,4,29,2,29,2
S0901652,0,75.47980835,0,KLN East,0,0,0,0,4,0,0,0,5,0,3,3,0,0,4,5,2,2,0,4,3,3,0,5,20,15,20,18
S0901661,0,34.07255305,0,HK Island,3,3,0,0,3,0,0,0,3,0,2,2,0,0,3,3,3,3,0,3,3,3,0,3,20,60,20,60
S0901662,0,59.71526352,0,HK Island,1,1,0,0,4,0,0,0,4,0,2,2,0,0,4,4,4,4,0,4,4,4,0,4,20,37.5,20,37.5
S0901671,0,59.83025325,0,NT West,2,2,0,0,4,1,0,0,4,1,4,4,1,1,5,5,2,2,0,4,2,2,0,4,29,24,29,24
S0901672,0,61.15537303,0,NT West,1,1,0,0,2,0,0,0,2,0,2,2,1,1,2,2,1,1,0,2,1,1,0,2,20,30,20,30
S0901690,0,23.00889802,0,NT East,43,43,0,0,43,0,0,0,43,0,3,3,42,42,43,43,43,43,0,43,43,43,0,43,20,60,20,60
S0901710,0,15.08281999,1,HK Island,29,29,0,26,3,0,0,26,3,0,2,3,27,27,29,29,29,29,26,29,29,29,26,29,7.448275862,60,7.448275862,60
S0901712,0,45.53867214,1,HK Island,5,5,1,2,2,0,1,2,2,0,2,3,4,4,5,5,5,5,3,5,5,5,3,5,10.4,60,10.4,60
S0901721,0,75.21971253,0,KLN West,2,2,0,0,4,1,0,0,4,1,3,4,0,0,5,5,2,2,0,4,2,2,0,4,29,24,29,24
S0901730,0,36.12867899,0,KLN East,20,20,0,0,24,0,0,0,24,0,2,2,20,20,24,24,24,24,0,24,24,24,0,24,20,55,20,55
S0901740,0,66.66940452,0,HK Island,10,10,0,0,11,1,0,0,11,1,3,9,2,2,12,12,11,10,0,11,11,10,0,11,23.75,50.83333333,23.75,50.83333333
S0901752,0,45.86721424,1,HK Island,2,2,0,1,1,0,0,2,1,0,2,2,0,0,2,3,2,2,1,2,2,2,2,3,13,60,10.66666667,40
S0901772,0,45.0403833,1,NT East,7,7,0,2,7,0,0,2,7,0,4,6,3,3,9,9,8,7,2,9,8,7,2,9,16.88888889,47.77777778,16.88888889,47.77777778
S0901781,0,32.02464066,1,NT East,8,8,1,2,10,0,1,2,10,0,5,7,4,4,13,13,10,8,3,13,10,8,3,13,16.30769231,38.46153846,16.30769231,38.46153846
S0901790,0,26.74332649,0,KLN West,7,7,0,0,8,0,0,0,8,0,2,2,0,0,8,8,7,7,0,8,7,7,0,8,20,52.5,20,52.5
S0901791,0,39.82477755,0,KLN West,2,2,0,0,2,0,0,0,2,0,1,1,2,2,2,2,2,2,0,2,2,2,0,2,20,60,20,60
S0901792,0,55.6495551,0,KLN West,1,1,0,0,39,0,0,0,39,0,3,4,1,1,39,39,5,5,0,39,5,5,0,39,20,4.615384615,20,4.615384615
S0901811,0,24.22724162,0,KLN West,128,128,0,120,9,0,0,120,9,0,3,4,7,7,129,129,128,128,120,129,128,128,120,129,6.976744186,59.53488372,6.976744186,59.53488372
S0901812,0,51.68788501,0,KLN West,2,2,0,0,6,0,0,0,6,0,5,5,0,0,6,6,3,3,0,6,3,3,0,6,20,25,20,25
S0901813,0,62.09445585,0,KLN West,3,3,0,0,3,0,0,0,3,0,1,1,3,3,3,3,3,3,0,3,3,3,0,3,20,60,20,60
S0901821,0,44.10677618,1,NT East,2,2,0,1,6,0,0,1,6,0,6,6,2,2,7,7,2,2,1,7,2,2,1,7,18,20,18,20
S0901830,0,17.8973306,1,NT West,6,6,1,0,7,0,1,0,7,0,3,8,3,3,8,8,6,6,1,8,6,6,1,8,17.5,45,17.5,45
S0901831,0,49.43737166,1,NT West,11,11,0,0,15,0,0,0,16,0,3,3,0,0,15,16,11,11,0,15,11,11,0,16,20,44,20,41.25
S0901832,0,57.36892539,1,NT West,1,1,0,0,2,0,0,0,2,0,2,2,0,0,2,2,1,1,0,2,1,1,0,2,20,30,20,30
S0901844,1,54.01232033,0,KLN East,9,9,0,0,10,0,0,0,10,0,4,5,1,2,11,11,9,9,0,10,9,9,0,10,20,49.09090909,20,49.09090909
S0901860,0,17.45379877,1,NT West,2,2,0,1,1,0,0,1,1,0,1,1,0,0,2,2,2,2,1,2,2,2,1,2,13,60,13,60
S0901862,0,50.48596851,1,NT West,17,17,0,2,2,15,0,2,2,15,4,4,15,15,19,19,17,17,2,4,17,17,2,4,54.05263158,53.68421053,54.05263158,53.68421053
S0901870,0,52.49828884,0,NT West,37,38,0,0,11,61,0,0,12,61,4,9,61,61,72,73,68,37,0,11,69,38,0,12,58.125,35.13888889,57.60273973,35.47945205
S0901881,0,62.69404517,0,NT East,1,1,0,0,1,2,0,0,1,2,2,2,0,0,3,3,1,1,0,1,1,1,0,1,50,20,50,20
S0901882,0,71.05270363,0,NT East,2,2,0,0,2,0,0,0,2,0,1,1,1,1,2,2,2,2,0,2,2,2,0,2,20,60,20,60
S0901890,0,52.94729637,0,NT East,2,2,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,20,60,20,60
S0901891,0,53.27583847,0,NT East,13,13,0,0,13,0,0,0,13,0,2,2,1,1,13,13,13,13,0,13,13,13,0,13,20,60,20,60
S0901900,0,70.83641342,0,KLN East,4,4,1,0,4,1,1,0,4,2,5,5,1,1,7,8,5,4,1,5,5,4,1,5,24.16666667,35.71428571,30,31.25
S0901901,0,78.03148528,0,KLN East,4,4,1,0,2,7,1,0,2,9,4,4,1,1,11,13,11,11,1,3,13,13,1,3,49.5,40.90909091,52.08333333,39.23076923
S0901910,1,12.21081451,1,KLN West,22,22,0,22,7,0,0,22,7,0,3,4,10,10,29,29,22,22,22,29,22,22,22,29,9.379310345,45.51724138,9.379310345,45.51724138
S0901911,1,46.66940452,1,KLN West,4,4,0,1,3,2,0,1,3,2,3,5,4,4,6,6,5,5,1,4,5,5,1,4,32.66666667,45,32.66666667,45
S0901912,1,49.9137577,1,KLN West,5,5,0,1,18,0,0,1,18,0,6,7,2,2,19,19,17,6,1,19,17,6,1,19,19.26315789,23.15789474,19.26315789,23.15789474
S0901921,0,23.06091718,0,NT East,0,0,0,0,4,0,0,0,4,0,2,2,2,2,4,4,4,2,0,4,4,2,0,4,20,20,20,20
S0901922,0,23.4715948,0,NT East,2,2,0,0,4,0,0,0,4,0,1,1,0,0,4,4,4,2,0,4,4,2,0,4,20,35,20,35
S0901924,0,55.49897331,0,NT East,11,13,0,0,13,0,0,0,15,0,3,3,0,0,13,15,11,11,0,13,13,13,0,15,20,50.76923077,20,52
S0901930,0,69.49212868,0,KLN West,75,75,0,1,38,66,0,1,38,66,3,7,0,0,105,105,102,102,1,39,102,102,1,39,48.15238095,50.57142857,48.15238095,50.57142857
S0901940,0,47.03353867,0,HK Island,16,16,0,0,15,1,0,0,15,1,2,2,1,1,16,16,16,16,0,15,16,16,0,15,22.8125,60,22.8125,60
S0901982,0,46.13552361,0,NT East,0,0,0,0,5,0,0,0,5,0,3,4,0,0,5,5,2,0,0,5,2,0,0,5,20,4,20,4
S0901992,0,43.6550308,1,KLN East,2,2,0,2,0,0,0,2,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,60,6,60
S0902000,0,21.06502396,0,KLN West,4,4,0,0,6,0,0,0,6,0,5,7,2,2,6,6,4,4,0,6,4,4,0,6,20,48,20,48
S0902020,0,48.23545517,0,KLN East,2,2,0,0,4,3,0,0,4,3,4,4,1,1,7,7,5,2,0,4,5,2,0,4,39.28571429,21.42857143,39.28571429,21.42857143
S0902021,0,50.02874743,0,KLN East,2,2,0,0,5,7,0,0,5,7,5,8,9,9,12,12,12,4,0,5,12,4,0,5,46.25,21.66666667,46.25,21.66666667
S0902040,0,48.54483231,0,KLN West,5,5,0,1,2,2,0,1,2,2,1,1,1,1,5,5,5,5,1,3,5,5,1,3,35.2,60,35.2,60
S0902050,0,26.48870637,0,KLN East,2,2,0,0,3,0,0,0,3,0,2,2,1,1,3,3,3,3,0,3,3,3,0,3,20,50,20,50
S0902051,0,49.86173854,0,KLN East,38,38,15,0,28,0,15,0,28,0,7,9,0,0,43,43,39,39,15,43,39,39,15,43,13.02325581,53.72093023,13.02325581,53.72093023
S0902062,0,44.10130048,1,KLN East,2,2,0,1,14,0,0,3,14,0,4,7,12,14,15,17,2,2,1,15,4,2,3,17,19.06666667,24,17.52941176,20
S0902063,0,47.86310746,1,KLN East,14,14,0,12,7,0,0,12,7,0,6,10,15,15,19,19,15,14,12,19,15,14,12,19,11.15789474,44.73684211,11.15789474,44.73684211
S0902071,0,47.35386721,1,HK Island,3,4,0,1,6,1,0,2,6,1,7,9,2,7,8,9,3,3,1,7,4,4,2,8,23.875,22.5,21.88888889,26.66666667
S0902083,0,40.85968515,1,HK Island,7,7,0,2,6,0,0,2,6,0,3,3,2,2,8,8,7,7,2,8,7,7,2,8,16.5,52.5,16.5,52.5
S0902090,0,22.69952088,0,NT West,1,1,0,0,46,20,0,0,47,20,4,7,51,51,66,67,66,5,0,46,67,5,0,47,33.63636364,11.96969697,33.43283582,11.94029851
S0902091,0,25.52772074,0,NT West,38,38,0,0,46,0,0,0,46,0,3,6,24,24,46,46,38,38,0,46,38,38,0,46,20,60,20,60
S0902093,0,52.71457906,0,NT West,3,3,0,0,8,0,0,0,8,0,6,6,4,4,8,8,4,4,0,8,4,4,0,8,20,52.5,20,52.5
S0902102,0,24.15331964,1,NT East,4,4,0,2,2,0,0,2,2,0,1,1,4,4,4,4,4,4,2,4,4,4,2,4,13,60,13,60
S0902103,0,52.18617385,1,NT East,4,4,0,2,3,0,0,2,3,0,2,2,4,4,5,5,5,5,2,5,5,5,2,5,14.4,54,14.4,54
S0902104,0,52.3394935,1,NT East,17,17,0,0,17,0,0,0,17,0,2,2,0,0,17,17,17,17,0,17,17,17,0,17,20,60,20,60
S0902120,0,47.35386721,0,KLN East,7,7,0,0,9,0,0,0,9,0,5,5,1,1,9,9,8,7,0,9,8,7,0,9,20,47.77777778,20,47.77777778
S0902121,1,49.34702259,0,KLN East,1,1,0,0,2,0,0,0,2,0,3,3,1,1,2,2,1,1,0,2,1,1,0,2,20,30,20,30
S0902140,0,10.23956194,1,NT East,9,9,0,7,6,0,0,7,7,0,2,3,8,8,13,14,13,9,7,13,14,9,7,14,12.46153846,44.61538462,13,42.14285714
S0902141,1,12.5229295,1,NT East,42,42,0,41,3,0,0,41,3,0,3,3,7,7,44,44,42,42,41,44,42,42,41,44,6.954545455,57.27272727,6.954545455,57.27272727
S0902142,0,44.31759069,1,NT East,4,4,0,2,6,0,0,2,6,0,5,5,2,2,8,8,4,4,2,8,4,4,2,8,16.5,30,16.5,30
S0902143,0,46.4421629,1,NT East,1,1,0,2,2,0,0,2,2,0,2,2,1,1,4,4,3,3,2,4,3,3,2,4,13,30,13,30
S0902150,0,55.50992471,0,NT East,7,7,0,0,7,0,0,0,7,0,3,3,0,0,7,7,7,7,0,7,7,7,0,7,20,60,20,60
S0902151,0,60.90075291,0,NT East,1,1,0,0,4,0,0,0,4,0,3,3,1,1,4,4,1,1,0,4,1,1,0,4,20,15,20,15
S0902183,1,49.13620808,1,KLN West,5,5,0,3,4,0,0,3,4,0,4,4,0,0,7,7,5,5,3,7,5,5,3,7,14,42.85714286,14,42.85714286
S0902191,0,51.25804244,1,KLN East,16,16,0,0,19,0,0,0,19,0,7,8,0,0,19,19,17,17,0,19,17,17,0,19,20,52.10526316,20,52.10526316
S0902192,0,49.37713895,1,KLN East,1,1,0,0,3,0,0,0,3,0,2,3,0,0,3,3,1,1,0,3,1,1,0,3,20,20,20,20
S0902210,0,59.02532512,0,NT West,0,0,4,0,0,4,4,0,0,4,6,8,2,2,8,8,8,7,4,4,8,7,4,4,32.5,27.5,32.5,27.5
S0902211,0,64.29568789,0,NT West,8,8,0,0,12,0,0,0,12,0,4,5,1,1,12,12,8,8,0,12,8,8,0,12,20,43.63636364,20,43.63636364
S0902220,1,4.544832307,1,NT East,1,1,42,1,3,0,42,1,4,0,2,3,46,47,46,47,1,1,43,46,1,1,43,47,1.434782609,60,1.829787234,60
S0902221,1,8.637241379,1,NT East,17,17,1,13,3,0,1,13,3,0,2,3,10,10,17,17,17,17,14,17,17,17,14,17,8.117647059,60,8.117647059,60
S0902222,0,37.62902122,1,NT East,18,18,1,1,18,0,1,1,18,0,3,3,19,19,20,20,19,19,2,20,19,19,2,20,18.3,55.5,18.3,55.5
S0902223,1,44.74743326,1,NT East,23,23,1,1,21,0,1,1,21,0,2,2,3,3,23,23,23,23,2,23,23,23,2,23,18.52173913,60,18.52173913,60
S0902240,0,52.91991786,0,NT West,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,20,60,20,60
S0902241,0,61.5742642,0,NT West,1,1,0,0,1,1,0,0,1,1,2,2,0,0,2,2,2,2,0,1,2,2,0,1,42.5,45,42.5,45
S0902261,0,39.20328542,1,KLN East,1,1,0,1,2,0,0,1,2,0,2,2,1,1,3,3,2,2,1,3,2,2,1,3,15.33333333,45,15.33333333,45
S0902282,1,25.33880903,0,KLN West,25,25,7,7,13,0,7,7,13,0,2,3,15,15,28,28,28,28,14,27,28,28,14,27,11.18518519,56.78571429,11.18518519,56.78571429
S0902292,0,54.45585216,0,KLN East,14,14,0,0,14,1,0,0,14,1,3,4,4,4,15,15,14,14,0,14,14,14,0,14,23,56,23,56
S0902300,0,11.01711157,1,NT West,4,4,0,2,2,0,0,2,2,0,2,2,2,2,4,4,4,4,2,4,4,4,2,4,13,60,13,60
S0902301,1,13.5797399,1,NT West,19,19,0,25,5,0,0,25,5,0,4,7,28,28,30,30,26,19,25,30,26,19,25,30,8.333333333,40.33333333,8.333333333,40.33333333
S0902302,1,19.23613963,1,NT West,34,34,0,25,9,1,0,25,9,1,5,7,5,5,35,35,34,34,25,34,34,34,25,34,11.28571429,58.28571429,11.28571429,58.28571429
S0902303,0,36.7008898,1,NT West,5,5,0,3,4,0,0,3,4,0,3,3,4,4,7,7,6,5,3,7,6,5,3,7,14,44.28571429,14,44.28571429
S0902310,0,40.66255989,0,NT East,1,1,0,0,4,0,0,0,4,0,4,4,1,1,4,4,1,1,0,4,1,1,0,4,20,15,20,15
S0902321,0,28.31485284,0,KLN East,23,23,0,0,28,0,0,0,28,0,3,4,2,2,28,28,28,23,0,28,28,23,0,28,20,51.07142857,20,51.07142857
S0902330,0,54.74058864,0,NT East,6,6,1,0,4,1,1,0,4,1,2,3,2,2,6,6,6,6,1,5,6,6,1,5,24.16666667,60,24.16666667,60
S0902340,0,21.82067077,0,NT East,3,3,0,0,10,2,0,0,10,2,5,9,8,8,12,12,8,3,0,10,8,3,0,10,27.5,19.16666667,27.5,19.16666667
S0902350,0,18.51334702,1,KLN West,5,5,0,0,6,0,0,0,6,0,2,2,5,5,6,6,5,5,0,6,5,5,0,6,20,50,20,50
S0902352,0,21.82067077,1,KLN West,0,0,0,2,3,0,0,2,3,0,1,1,4,4,5,5,0,0,2,5,0,0,2,5,14.4,0,14.4,0
S0902361,0,19.20602327,1,NT West,1,1,0,1,3,0,0,1,3,0,1,1,0,0,4,4,4,4,1,4,4,4,1,4,16.5,37.5,16.5,37.5
S0902362,0,25.62902122,1,NT West,17,17,0,11,17,0,0,11,17,0,2,3,10,10,28,28,27,17,11,28,27,17,11,28,14.5,40,14.5,40
S0902372,0,56.73100616,0,NT West,2,2,0,0,8,0,0,0,8,0,5,5,2,2,8,8,2,2,0,8,2,2,0,8,20,15,20,15
S0902400,0,56.65160849,0,KLN West,30,30,0,30,16,0,0,30,16,0,1,4,10,26,46,46,40,30,30,46,40,30,30,46,10.86956522,41.30434783,10.86956522,41.30434783
S0902410,1,35.88227242,0,KLN East,5,5,1,1,4,1,1,1,4,1,3,8,2,2,7,7,5,5,2,6,5,5,2,6,21.57142857,42.85714286,21.57142857,42.85714286
S0902421,1,20.61601643,1,NT West,55,55,0,0,56,0,0,0,56,0,3,5,15,15,56,56,55,55,0,56,55,55,0,56,20,58.92857143,20,58.92857143
S0902430,0,47.96714579,0,NT West,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,20,0,20,0
S0902452,0,39.99726215,1,NT West,2,2,1,0,7,0,1,0,7,0,3,3,3,3,8,8,8,8,1,8,8,8,1,8,17.5,37.5,17.5,37.5
S0902470,0,61.81793292,0,HK Island,1,1,0,0,3,1,0,0,3,1,1,2,1,1,4,4,1,1,0,3,1,1,0,3,31.25,15,31.25,15
S0902480,0,38.65571526,0,HK Island,2,2,0,0,4,1,0,0,4,1,2,3,1,1,5,5,3,2,0,4,3,2,0,4,29,26,29,26
S0902481,0,63.68240931,0,HK Island,15,15,0,0,27,1,0,0,27,1,5,6,13,13,28,28,15,15,0,27,15,15,0,27,21.60714286,32.14285714,21.60714286,32.14285714
S0902501,0,54.24503765,0,KLN East,2,2,0,0,7,0,0,0,7,0,6,6,0,0,7,7,2,2,0,7,2,2,0,7,20,17.14285714,20,17.14285714
S0902502,0,57.33880903,0,KLN East,4,4,0,0,7,0,0,0,7,0,3,4,1,1,7,7,7,7,0,7,7,7,0,7,20,47.14285714,20,47.14285714
S0902512,0,56.71457906,0,HK Island,5,5,0,0,6,0,0,0,6,0,3,3,6,6,6,6,6,5,0,6,6,5,0,6,20,51.66666667,20,51.66666667
S0902521,0,44.46817248,1,NT East,5,5,0,1,4,3,0,1,4,3,3,8,5,5,8,8,7,7,1,5,7,7,1,5,35.125,45,35.125,45
S0902530,0,20.93908282,0,NT West,7,7,0,0,11,0,0,0,12,0,2,3,0,0,11,12,11,7,0,11,12,7,0,12,20,41.81818182,20,39.16666667
S0902531,0,47.40314853,0,NT West,12,12,0,0,12,0,0,0,12,0,2,2,0,0,12,12,12,12,0,12,12,12,0,12,20,60,20,60
S0902541,0,67.99726215,0,KLN East,31,31,0,0,31,0,0,0,31,0,2,2,1,1,31,31,31,31,0,31,31,31,0,31,20,60,20,60
S0902554,0,50.73237509,1,KLN East,3,3,0,1,3,4,0,1,3,4,5,6,5,5,8,8,6,6,1,4,6,6,1,4,40.75,33.75,40.75,33.75
S0902563,0,69.57152635,1,HK Island,2,2,1,0,2,1,1,0,2,1,2,3,1,1,4,4,2,2,1,3,2,2,1,3,26.25,30,26.25,30
