id,ffold,age,child.present,district,contact.time.gte.60.min,contact.time.gte.60.max,contact.age.lte.5.min,contact.age.5.to.19.min,contact.age.20.to.64.min,contact.age.gte.65.min,contact.age.lte.5.max,contact.age.5.to.19.max,contact.age.20.to.64.max,contact.age.gte.65.max,location.min,location.max,contact.close.min,contact.close.max,contact.all.total.min,contact.all.total.max,contact.time.gte.10.min,contact.time.gte.30.min,contact.age.lte.19.min,contact.age.lt.65.min,contact.time.gte.10.max,contact.time.gte.30.max,contact.age.lte.19.max,contact.age.lt.65.max,contact.age.ave.min,contact.time.min.min,contact.age.ave.max,contact.time.min.max
S0904892,0,52.89527721,0,HK Island,9,9,0,0,12,8,0,0,12,8,4,4,14,14,20,20,19,19,0,12,19,19,0,12,38,42,38,42
S0904900,0,56.59137577,0,KLN West,5,5,1,1,4,2,1,1,5,2,4,9,3,4,8,9,7,6,2,6,7,6,2,7,27,42.5,26.22222222,37.77777778
S0904921,0,61.59616701,0,HK Island,1,1,0,0,4,1,0,0,4,1,3,4,1,1,5,5,3,3,0,4,3,3,0,4,29,24,29,24
S0904922,0,70.28884326,0,HK Island,1,1,0,0,3,1,0,0,3,1,2,3,1,1,4,4,3,3,0,3,3,3,0,3,31.25,30,31.25,30
S0904932,0,52.73648186,0,KLN East,3,3,0,0,3,1,0,0,3,1,2,2,2,2,4,4,3,3,0,3,3,3,0,3,31.25,45,31.25,45
S0904933,0,59.10472279,0,KLN East,5,5,0,0,5,0,0,0,5,0,2,2,2,2,5,5,5,5,0,5,5,5,0,5,20,60,20,60
S0904951,0,59.07460643,0,KLN West,13,13,0,0,17,1,0,0,17,1,3,4,12,12,18,18,17,17,0,17,17,17,0,17,22.5,50,22.5,50
S0904960,0,19.44421629,0,NT West,2,2,0,0,2,0,0,0,2,0,1,1,0,0,2,2,2,2,0,2,2,2,0,2,20,60,20,60
S0904970,0,27.93976728,0,KLN West,3,3,0,1,3,0,0,1,3,0,2,2,3,3,4,4,4,4,1,4,4,4,1,4,16.5,52.5,16.5,52.5
S0904983,0,50.71594798,1,HK Island,3,3,0,4,12,0,0,5,12,0,3,3,1,1,16,17,13,13,4,16,13,13,5,17,16.5,30,15.88235294,28.23529412
S0904990,0,75.16769336,0,NT West,0,0,0,0,6,12,0,0,6,12,3,4,1,1,18,18,15,15,0,6,15,15,0,6,50,25,50,25
S0905001,0,63.39219713,0,NT West,10,10,1,0,14,0,1,0,14,0,6,6,2,2,15,15,10,10,1,15,10,10,1,15,18.66666667,40,18.66666667,40
S0905020,0,20.22724162,0,KLN East,4,4,0,0,8,0,0,0,8,0,4,4,6,6,8,8,6,4,0,8,6,4,0,8,20,32.5,20,32.5
S0905030,0,37.69746749,0,NT East,12,12,0,1,11,0,0,1,11,0,2,2,0,0,12,12,12,12,1,12,12,12,1,12,18.83333333,60,18.83333333,60
S0905031,0,58.04791239,0,NT East,6,6,0,1,10,0,0,1,10,0,4,4,1,1,11,11,6,6,1,11,6,6,1,11,18.72727273,32.72727273,18.72727273,32.72727273
S0905032,0,65.50581793,0,NT East,6,6,0,1,11,3,0,1,11,4,5,8,7,7,15,16,9,6,1,12,9,6,1,12,28.06666667,26,30.375,24.375
S0905042,0,54.87200548,0,NT West,7,7,0,0,8,2,0,0,8,2,3,3,0,0,10,10,9,7,0,8,9,7,0,8,29,48.88888889,29,48.88888889
S0905070,0,79.01984942,0,HK Island,0,0,0,0,3,3,0,0,3,3,4,4,0,0,6,6,3,0,0,3,3,0,0,3,42.5,5,42.5,5
S0905080,0,44.23545517,0,KLN West,1,1,0,0,2,0,0,0,2,0,1,1,1,1,2,2,2,2,0,2,2,2,0,2,20,45,20,45
S0905081,0,56.30937714,0,KLN West,2,2,0,0,5,0,0,0,5,0,4,4,2,2,5,5,2,2,0,5,2,2,0,5,20,24,20,24
S0905090,0,16.82409309,1,NT East,17,17,0,14,3,0,0,14,3,0,2,2,17,17,17,17,17,17,14,17,17,17,14,17,8.470588235,60,8.470588235,60
S0905091,0,21.19644079,1,NT East,6,6,0,2,7,0,0,2,7,0,4,7,1,1,9,9,6,6,2,9,6,6,2,9,16.88888889,40,16.88888889,40
S0905092,0,49.31690623,1,NT East,67,67,0,1,46,20,0,1,46,20,2,4,47,47,67,67,67,67,1,47,67,67,1,47,33.2238806,60,33.2238806,60
S0905102,0,50.37371663,0,NT East,21,21,0,14,7,0,0,14,7,0,3,8,17,18,22,22,21,21,14,21,21,21,14,21,10.66666667,60,10.66666667,60
S0905114,0,54.76796715,1,HK Island,3,3,0,1,25,0,0,1,25,0,5,7,16,16,26,26,3,3,1,26,3,3,1,26,19.46153846,11.25,19.46153846,11.25
S0905121,0,51.37029432,0,NT West,42,42,0,0,14,30,0,0,14,30,3,5,26,26,44,44,42,42,0,14,42,42,0,14,50.68181818,57.27272727,50.68181818,57.27272727
S0905132,1,39.15674196,1,KLN West,1,1,1,1,13,0,1,1,13,0,4,4,4,4,15,15,13,13,2,15,13,13,2,15,17.73333333,28,17.73333333,28
S0905133,0,51.9890486,1,KLN West,3,3,1,1,20,0,1,1,20,0,4,4,4,4,22,22,3,3,2,22,3,3,2,22,18.45454545,8.181818182,18.45454545,8.181818182
S0905140,0,32.08213552,0,KLN West,39,39,0,3,33,3,0,3,33,3,1,2,0,0,39,39,39,39,3,36,39,39,3,36,22.38461538,60,22.38461538,60
S0905153,0,43.03353867,1,NT East,3,3,0,2,2,0,0,2,2,0,2,2,3,3,4,4,3,3,2,4,3,3,2,4,13,45,13,45
S0905160,0,69.11704312,0,KLN East,4,4,0,0,1,4,0,0,1,4,3,3,0,0,5,5,4,4,0,1,4,4,0,1,56,48,56,48
S0905180,0,10.64202601,1,NT West,0,0,0,3,2,1,0,3,2,1,2,2,0,0,6,6,2,1,3,5,2,1,3,5,20.5,6.666666667,20.5,6.666666667
S0905181,0,43.60848734,1,NT West,2,2,0,1,2,1,0,1,2,1,1,1,2,2,4,4,4,3,1,3,4,3,1,3,27.75,40,27.75,40
S0905190,0,27.49623546,0,NT West,30,30,15,0,19,1,15,0,19,1,2,3,28,28,35,35,35,30,15,34,35,30,15,34,12.71428571,52.85714286,12.71428571,52.85714286
S0905203,0,63.38945927,1,NT East,1,1,0,1,4,0,0,1,4,0,3,4,0,0,5,5,4,2,1,5,4,2,1,5,17.2,22,17.2,22
S0905223,0,59.74537988,1,KLN West,5,5,0,0,5,0,0,0,5,0,3,3,2,2,5,5,5,5,0,5,5,5,0,5,20,60,20,60
S0905224,0,61.68925394,1,KLN West,1,1,0,1,4,0,0,1,4,0,1,1,2,2,5,5,5,3,1,5,5,3,1,5,17.2,28,17.2,28
S0905230,0,47.73990418,0,NT East,16,16,0,0,14,2,0,0,14,2,3,5,4,4,16,16,16,16,0,14,16,16,0,14,25.625,60,25.625,60
S0905231,0,54.9596167,0,NT East,305,305,0,280,26,2,0,280,26,2,4,6,23,23,308,308,308,305,280,306,308,305,280,306,7.564935065,59.51298701,7.564935065,59.51298701
S0905240,0,62.47227926,0,KLN East,1,1,0,0,9,2,0,0,9,2,6,11,0,1,12,12,6,3,0,9,6,3,0,9,28.18181818,13.63636364,28.18181818,13.63636364
S0905250,0,8.124137931,1,NT West,13,13,0,10,3,1,0,10,3,1,3,5,10,11,14,14,14,13,10,13,14,13,10,13,13.21428571,56.42857143,13.21428571,56.42857143
S0905251,0,33.34702259,1,NT West,3,3,0,1,13,1,0,1,13,1,7,9,6,6,15,15,3,3,1,14,3,3,1,14,22.06666667,12,22.06666667,12
S0905260,0,15.48528405,1,NT East,6,7,0,4,2,0,0,5,2,0,2,2,0,0,6,7,6,6,4,6,7,7,5,7,10.66666667,60,10,60
S0905261,0,20.73100616,1,NT East,8,8,0,7,1,0,0,7,1,0,2,2,3,3,8,8,8,8,7,8,8,8,7,8,7.75,60,7.75,60
S0905262,0,51.137577,1,NT East,4,4,0,1,3,0,0,1,3,0,2,2,0,0,4,4,4,4,1,4,4,4,1,4,16.5,60,16.5,60
S0905280,0,35.38672142,0,KLN East,11,11,0,0,411,2,0,0,411,2,4,6,11,11,413,413,13,13,0,411,13,13,0,411,20.21791768,1.743341404,20.21791768,1.743341404
S0905281,0,45.3744011,0,KLN East,2,2,0,0,5,2,0,0,5,2,4,6,0,0,7,7,5,4,0,5,5,4,0,5,32.85714286,27.14285714,32.85714286,27.14285714
S0905290,0,32.1724846,0,KLN East,3,3,0,0,6,1,0,0,6,1,4,6,0,0,7,7,4,4,0,6,4,4,0,6,26.42857143,30,26.42857143,30
S0905291,0,56.62422998,0,KLN East,4,4,0,0,4,3,0,0,4,3,6,7,0,0,7,7,5,5,0,4,5,5,0,4,39.28571429,38.57142857,39.28571429,38.57142857
S0905300,0,10.78986995,1,HK Island,3,3,0,11,4,0,0,11,4,0,2,3,2,2,15,15,15,15,11,15,15,15,11,15,9.733333333,36,9.733333333,36
S0905302,0,47.09924709,1,HK Island,3,3,0,3,11,0,0,3,11,0,3,3,10,10,14,14,13,13,3,14,13,13,3,14,17,34.28571429,17,34.28571429
S0905312,0,46.74606434,1,NT East,4,4,0,2,3,1,0,2,3,1,2,2,4,4,6,6,4,4,2,5,4,4,2,5,22.83333333,40,22.83333333,40
S0905313,0,50.82819986,1,NT East,0,0,0,0,19,1,0,0,19,1,6,8,0,0,20,20,8,7,0,19,8,7,0,19,22.25,11,22.25,11
S0905332,0,26.47227926,1,KLN East,2,2,1,0,1,0,1,0,1,0,1,1,1,1,2,2,2,2,1,2,2,2,1,2,10,60,10,60
S0905360,1,5.927446954,1,NT East,33,33,0,25,9,0,0,25,9,0,2,4,27,27,34,34,34,33,25,34,34,33,25,34,9.705882353,58.52941176,9.705882353,58.52941176
S0905361,0,45.75496235,1,NT East,3,3,0,1,5,0,0,1,5,0,3,3,3,3,6,6,4,4,1,6,4,4,1,6,17.66666667,35,17.66666667,35
S0905362,0,50.7816564,1,NT East,6,6,0,1,7,0,0,2,7,0,3,3,2,3,8,9,7,6,1,8,8,6,2,9,18.25,46.25,16.88888889,42.22222222
S0905380,1,11.87405886,1,NT West,8,8,1,6,1,0,1,6,1,0,3,3,8,8,8,8,8,8,7,8,8,8,7,8,7,60,7,60
S0905382,1,43.92060233,1,NT West,7,7,0,2,6,1,0,2,6,1,3,3,3,9,9,9,7,7,2,8,7,7,2,8,21.88888889,46.66666667,21.88888889,46.66666667
S0905390,0,17.66735113,1,HK Island,13,13,0,8,7,0,0,8,7,0,3,3,3,3,15,15,15,13,8,15,15,13,8,15,12.53333333,53.33333333,12.53333333,53.33333333
S0905392,0,46.92950034,1,HK Island,1,1,0,1,7,0,0,1,7,0,4,4,5,5,8,8,5,3,1,8,5,3,1,8,18.25,17.5,18.25,17.5
S0905400,0,68.14510609,0,HK Island,2,2,0,0,0,2,0,0,0,2,2,3,1,1,2,2,2,2,0,0,2,2,0,0,65,60,65,60
S0905401,0,71.75633128,0,HK Island,4,4,0,0,3,1,0,0,3,1,2,2,4,4,4,4,4,4,0,3,4,4,0,3,31.25,60,31.25,60
S0905420,0,54.81998631,0,NT East,25,25,0,0,25,0,0,0,25,0,3,4,0,0,25,25,25,25,0,25,25,25,0,25,20,60,20,60
S0905430,0,19.6440794,0,KLN East,5,5,0,3,7,0,0,3,7,0,2,3,5,5,10,10,10,10,3,10,10,10,3,10,15.8,45,15.8,45
S0905433,0,23.07734428,0,KLN East,5,5,0,0,10,0,0,0,10,0,3,3,8,8,10,10,8,7,0,10,8,7,0,10,20,37,20,37
S0905440,0,41.68377823,0,NT East,5,5,0,0,3,2,0,0,3,2,1,1,1,1,5,5,5,5,0,3,5,5,0,3,38,60,38,60
S0905441,0,43.55646817,0,NT East,17,17,0,4,14,2,0,4,14,2,4,8,6,6,20,20,17,17,4,18,17,17,4,18,21.7,51,21.7,51
S0905450,1,20.72553046,0,NT East,18,18,0,0,18,0,0,0,18,0,2,4,0,0,18,18,18,18,0,18,18,18,0,18,20,60,20,60
S0905451,1,20.72553046,0,NT East,18,18,0,2,26,0,0,2,26,0,4,8,2,3,29,29,28,28,2,28,28,28,2,28,19,49.28571429,19,49.28571429
S0905452,1,25.60164271,0,NT East,45,45,0,0,45,0,0,0,45,0,3,3,9,9,45,45,45,45,0,45,45,45,0,45,20,60,20,60
S0905453,0,56.15058179,0,NT East,21,22,0,2,29,0,0,2,30,0,4,8,10,10,31,32,30,30,2,31,31,31,2,32,19.09677419,51,19.125,51.29032258
S0905480,0,15.24161533,1,HK Island,16,16,0,17,5,0,0,17,5,0,3,5,18,18,22,22,16,16,17,22,16,16,17,22,9.181818182,43.63636364,9.181818182,43.63636364
S0905481,0,22.52977413,1,HK Island,6,6,0,2,4,0,0,2,4,0,2,2,6,6,6,6,6,6,2,6,6,6,2,6,15.33333333,60,15.33333333,60
S0905482,0,50.64476386,1,HK Island,1,1,0,1,5,0,0,1,5,0,3,3,0,0,6,6,1,1,1,6,1,1,1,6,17.66666667,10,17.66666667,10
S0905491,0,21.73853525,1,NT East,41,41,0,1,38,2,0,1,38,2,2,2,37,37,41,41,41,41,1,39,41,41,1,39,21.85365854,60,21.85365854,60
S0905513,0,47.58384668,1,NT East,2,2,0,2,2,0,0,2,2,0,1,1,1,1,4,4,4,2,2,4,4,2,2,4,13,35,13,35
S0905531,0,47.58110883,0,NT West,0,0,0,1,11,0,0,1,11,0,3,5,1,1,12,12,0,0,1,12,0,0,1,12,18.83333333,0,18.83333333,0
S0905532,0,52.57494867,0,NT West,11,11,0,0,13,0,0,0,13,0,2,4,6,6,13,13,11,11,0,13,11,11,0,13,20,50.76923077,20,50.76923077
S0905543,0,44.86516085,1,KLN West,4,4,0,1,6,0,0,1,6,0,7,8,2,2,7,7,6,4,1,7,6,4,1,7,18,37.14285714,18,37.14285714
S0905551,0,57.80971937,0,KLN West,8,8,0,0,6,3,0,0,6,3,2,4,1,1,9,9,8,8,0,6,8,8,0,6,35,53.33333333,35,53.33333333
S0905563,1,34.54893908,1,NT East,3,3,1,0,7,0,1,0,7,0,3,3,2,2,8,8,8,8,1,8,8,8,1,8,17.5,41.25,17.5,41.25
S0905570,1,17.31143053,1,NT East,12,12,0,10,7,0,0,10,7,0,3,4,5,5,17,17,15,15,10,17,15,15,10,17,11.76470588,47.64705882,11.76470588,47.64705882
S0905572,0,48.23545517,1,NT East,5,5,0,1,8,0,0,1,9,0,3,3,0,0,9,10,5,5,1,9,5,5,1,10,18.44444444,33.33333333,18.6,30
S0905582,0,45.62628337,1,NT West,16,16,0,7,7,2,0,7,7,2,1,1,5,5,16,16,16,16,7,14,16,16,7,14,19.5,60,19.5,60
S0905590,0,24.35318275,0,NT East,27,27,0,0,27,0,0,0,27,0,2,2,27,27,27,27,27,27,0,27,27,27,0,27,20,60,20,60
S0905603,1,46.21218344,1,NT West,7,7,0,2,9,0,0,2,9,0,5,5,9,9,11,11,9,7,2,11,9,7,2,11,17.45454545,40,17.45454545,40
S0905610,1,10.49144422,1,NT West,12,12,0,10,2,0,0,10,2,0,2,4,11,11,12,12,12,12,10,12,12,12,10,12,8.333333333,60,8.333333333,60
S0905611,0,14.53251198,1,NT West,3,3,0,1,2,0,0,1,2,0,1,1,0,0,3,3,3,3,1,3,3,3,1,3,15.33333333,60,15.33333333,60
S0905612,0,32.32306639,1,NT West,9,12,0,3,2,0,0,5,2,0,2,2,3,5,9,12,9,9,3,5,12,12,5,7,11.6,60,10,60
S0905613,0,38.03696099,1,NT West,24,24,0,2,22,0,0,2,22,0,3,3,4,4,24,24,24,24,2,24,24,24,2,24,18.83333333,60,18.83333333,60
S0905642,0,44.6844627,1,NT West,12,12,0,1,14,1,0,1,14,1,3,6,1,1,16,16,14,13,1,15,14,13,1,15,21.9375,47.5,21.9375,47.5
S0905651,0,40.47091034,1,NT West,2,2,0,1,2,0,0,1,2,0,2,2,3,3,3,3,2,2,1,3,2,2,1,3,15.33333333,40,15.33333333,40
S0905660,0,10.21492129,1,KLN West,34,34,0,30,8,0,0,30,8,0,3,4,33,33,38,38,34,34,30,38,34,34,30,38,8.947368421,53.68421053,8.947368421,53.68421053
S0905661,0,43.43052704,1,KLN West,10,10,0,1,11,0,0,1,11,0,2,2,12,12,12,12,12,10,1,12,12,10,1,12,18.83333333,51.66666667,18.83333333,51.66666667
S0905680,0,24.98015058,0,NT East,37,37,0,0,39,0,0,0,39,0,5,5,2,2,39,39,37,37,0,39,37,37,0,39,20,56.92307692,20,56.92307692
S0905692,0,56.10677618,0,KLN East,4,4,0,0,6,0,0,0,6,0,4,6,0,0,6,6,5,5,0,6,5,5,0,6,20,45,20,45
S0905701,0,22.12731006,0,KLN East,29,29,0,0,34,0,0,0,34,0,5,7,9,9,34,34,32,32,0,34,32,32,0,34,20,53.82352941,20,53.82352941
S0905721,0,45.02121834,0,HK Island,3,3,0,0,31,0,0,0,32,0,4,6,1,1,31,32,24,4,0,31,24,4,0,32,20,13.22580645,20,12.8125
S0905722,0,51.84941821,0,HK Island,11,11,0,0,17,0,0,0,17,0,4,5,3,3,17,17,11,11,0,17,11,11,0,17,20,38.82352941,20,38.82352941
S0905730,0,67.55099247,0,KLN West,1,1,0,0,2,5,0,0,2,5,2,3,1,1,7,7,6,6,0,2,6,6,0,2,52.14285714,30,52.14285714,30
S0905751,0,50.75975359,1,HK Island,1,1,0,1,1,0,0,1,1,0,2,2,1,1,2,2,1,1,1,2,1,1,1,2,13,30,13,30
S0905760,0,22.71321013,0,NT East,1,1,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,20,45,20,45
S0905761,0,55.8220397,0,NT East,1,1,0,0,4,1,0,0,4,1,5,5,1,1,5,5,1,1,0,4,1,1,0,4,29,12,29,12
S0905770,1,14.22587269,1,HK Island,5,5,0,3,3,0,0,3,3,0,3,3,5,5,6,6,5,5,3,6,5,5,3,6,13,50,13,50
S0905772,0,43.54551677,1,HK Island,8,8,0,6,14,1,0,6,14,1,5,7,4,4,21,21,8,8,6,20,8,8,6,20,18.14285714,22.85714286,18.14285714,22.85714286
S0905773,0,43.97262149,1,HK Island,8,8,0,1,7,0,0,1,7,0,2,2,0,0,8,8,8,8,1,8,8,8,1,8,18.25,60,18.25,60
S0905790,0,51.2991102,0,NT West,4,5,0,0,4,0,0,0,5,0,1,2,1,1,4,5,4,4,0,4,5,5,0,5,20,60,20,60
S0905791,0,53.94113621,0,NT West,5,6,0,0,6,0,0,0,7,0,2,4,1,1,6,7,5,5,0,6,6,6,0,7,20,50,20,51.42857143
S0905811,0,30.13004791,0,HK Island,12,12,0,0,12,0,0,0,12,0,3,3,11,11,12,12,12,12,0,12,12,12,0,12,20,60,20,60
S0905812,0,56.35318275,0,HK Island,25,25,0,0,26,5,0,0,26,5,4,4,2,2,31,31,27,26,0,26,27,26,0,26,27.25806452,49.67741935,27.25806452,49.67741935
S0905820,0,10.85010267,1,KLN West,35,35,0,33,10,0,0,33,10,0,4,6,14,14,43,43,42,42,33,43,42,42,33,43,9.255813953,53.72093023,9.255813953,53.72093023
S0905821,0,35.59206023,1,KLN West,12,12,0,1,11,0,0,1,11,0,2,2,12,12,12,12,12,12,1,12,12,12,1,12,18.83333333,60,18.83333333,60
S0905822,0,55.69609856,1,KLN West,2,2,0,1,15,0,0,1,15,0,3,4,2,2,16,16,12,2,1,16,12,2,1,16,19.125,13.75,19.125,13.75
S0905840,0,53.20465435,0,NT East,39,39,3,4,7,2,3,4,7,2,6,9,21,21,44,44,41,39,7,14,41,39,7,14,18.375,53.63636364,18.375,53.63636364
S0905850,0,62.36550308,0,KLN East,1,1,0,1,3,1,0,2,3,1,3,3,1,2,5,6,3,3,1,4,4,4,2,5,26.2,24,22.83333333,25
S0905861,0,52.45995893,1,NT West,2,2,0,1,3,2,0,1,3,2,3,4,2,2,6,6,5,4,1,4,5,4,1,4,32.66666667,31.66666667,32.66666667,31.66666667
S0905872,0,35.37850787,1,NT West,62,62,0,1,61,0,0,1,61,0,2,2,2,2,62,62,62,62,1,62,62,62,1,62,19.77419355,60,19.77419355,60
S0905880,0,54.11362081,0,KLN East,1,1,0,0,143,0,0,0,143,0,4,4,1,79,143,143,81,81,0,143,81,81,0,143,20,17.2027972,20,17.2027972
S0905902,0,40.58042437,0,NT West,34,34,0,0,34,0,0,0,34,0,3,3,1,1,34,34,34,34,0,34,34,34,0,34,20,60,20,60
